filename,volume #,,first page,last page,page range,creator,title,rights,webstatement,subject,keywords,createdate,publisher,date.copyright,identifier.issn,identifier.uri,identifier,relation.isFormatOf,relation.isPartOf,source,description
MamlukStudiesReview_IV_2000_29MB.pdf,4,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,Mamlūk Studies Review Vol. IV (2000),©2000 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,http://hdl.handle.net/11417/450,doi:10.6082/M1ZP4468,"Digital version of Mamlūk Studies Review, Vol. IV, published in 2000. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Conermann.pdf,4,,1,25,1-25,Stephan Conermann,"Ulrich Haarmann, 1942-1999 (MSR IV, 2000)",©2000 by Stephan Conermann. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 1-25) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Irwin.pdf,4,,27,51,27-51,Robert Irwin,"Under Western Eyes: A History of Mamluk Studies (MSR IV, 2000)",©2000 by Robert Irwin. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 27-51) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Berkey.pdf,4,,53,73,53-73,Jonathan P. Berkey,"Storytelling, Preaching and Power in Mamluk Cairo (MSR IV, 2000)",©2000 by Jonathan P. Berkey. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 53-73) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Puin.pdf,4,,75,129,75-129,Elisabeth Puin,"Silver Coins of the Mamluk Sultan Qalawun from the Mints of Cairo, Damascus, Hamah and al-Marqab (MSR IV, 2000)",©2000 by Elisabeth Puin. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, coins, numismatics, economics","mamluk, Egypt, Syria, Middle, East, history, coins, numismatics, economics",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 75-129) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Borsch.pdf,4,,131,145,131-145,Stuart J. Borsch,"Nile Floods and the Irrigation System in Fifteenth-Century Egypt (MSR IV, 2000)",©2000 by Stuart J. Borsch. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, agriculture, Nile, economics","mamluk, Egypt, Syria, Middle, East, history, agriculture, Nile, economics",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 131-145) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Hallenberg.pdf,4,,147,166,147-166,Helena Hallenberg,"The Sultan Who Loved Sufis: How Qaytbay Endowed a Shrine Complex in Dasuq (MSR IV, 2000)",©2000 by Helena Hallenberg. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Islam, Sufism, Qaytbay, patronage","mamluk, Egypt, Syria, Middle, East, history, Islam, Sufism, Qaytbay, patronage",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 147-166) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-Walker_18MB.pdf,4,,167,217,167-217,Bethany J. Walker,"Rethinking Mamluk Textiles (MSR IV, 2000)",©2000 by Bethany J. Walker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, textiles","mamluk, Egypt, Syria, Middle, East, history, textiles",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 167-217) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-alHarithy.pdf,4,,219,244,219-244,Howayda al-Harithy,"The Patronage of al-Nasir Muhammad ibn Qalawun, 1310-1341 (MSR IV, 2000)",©2000 by Howayda al-Harithy. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, patronage","mamluk, Egypt, Syria, Middle, East, history, patronage",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 219-244) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_IV_2000-BookReviews.pdf,4,,245,277,245-277,"Robert Irwin, Donald P. Little, Kenneth J. Garden, Bernard O'Kane, Stephan Conermann, Nabil Al-Tikriti, Bernadette Martel-Thoumian, Thomas Bauer, Paul E. Walker","Book Reviews (MSR IV, 2000)",©2000 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:49:10Z,The Middle East Documentation Center (MEDOC),2000,1947-2404,,,"Digital version of an article published (pp. 245-277) in Mamlūk Studies Review, Vol. IV, 2000. ISSN for print volumes: 1086-170X.",doi:10.6082/M1ZP4468,doi:10.6082/M1ZP4468,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_V_2001.pdf,5,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,Mamlūk Studies Review Vol. V (2001),©2001 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,http://hdl.handle.net/11417/459         ,doi:10.6082/M1SX6B9Q,"Digital version of Mamlūk Studies Review, Vol. V, published in 2001. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_V_2001-Haarmann.pdf,5,,1,24,1-24,Ulrich Haarmann,"The Mamluk System of Rule in the Eyes of Western Travelers (MSR IV, 2000)",©2001 by Ulrich Haarmann. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, politics","mamluk, Egypt, Syria, Middle, East, history, politics",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,,,"Digital version of an article published (pp. 1-24) in Mamlūk Studies Review, Vol. V, 2001. ISSN for print volumes: 1086-170X.",doi:10.6082/M1SX6B9Q,doi:10.6082/M1SX6B9Q,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_V_2001-Schulz.pdf,5,,25,43,25-43,Warren C. Schulz,"Mamluk Egyptian Copper Coinage Before 759/1357-1358: A Preliminary Inquiry (MSR IV, 2000)",©2001 by Warren C. Schulz. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, numismatics, economics","mamluk, Egypt, Syria, Middle, East, history, numismatics, economics",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,,,"Digital version of an article published (pp. 25-43) in Mamlūk Studies Review, Vol. V, 2001. ISSN for print volumes: 1086-170X.",doi:10.6082/M1SX6B9Q,doi:10.6082/M1SX6B9Q,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_V_2001-Fuess.pdf,5,,45,71,45-71,Albrecht Fuess,"Rotting Ships and Razed Harbors: The Naval Policy of the Mamluks (MSR IV, 2000)",©2001 by Albrecht Fuess. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, military","mamluk, Egypt, Syria, Middle, East, history, military",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,,,"Digital version of an article published (pp. 45-71) in Mamlūk Studies Review, Vol. V, 2001. ISSN for print volumes: 1086-170X.",doi:10.6082/M1SX6B9Q,doi:10.6082/M1SX6B9Q,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_V_2001-Saleh.pdf,5,,73,89,73-89,Marlis J. Saleh,"Al-Suyuti and His Works: Their Place in Islamic Scholarship from Mamluk Times (MSR IV, 2000)",©2001 by Marlis J. Saleh. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,,,"Digital version of an article published (pp. 73-89) in Mamlūk Studies Review, Vol. V, 2001. ISSN for print volumes: 1086-170X.",doi:10.6082/M1SX6B9Q,doi:10.6082/M1SX6B9Q,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_V_2001-Broadbridge.pdf,5,,91,118,91-118,Anne F. Broadbridge,"Mamluk Legitimacy and the Mongols: The Reigns of Baybars and Qalawun (MSR IV, 2000)",©2001 by Anne F. Broadbridge. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Mongols","mamluk, Egypt, Syria, Middle, East, history, Mongols",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,,,"Digital version of an article published (pp. 91-118) in Mamlūk Studies Review, Vol. V, 2001. ISSN for print volumes: 1086-170X.",doi:10.6082/M1SX6B9Q,doi:10.6082/M1SX6B9Q,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_V_2001-Northrup.pdf,5,,119,140,119-140,Linda S. Northrup,"Qalawun's Patronage of the Medical Sciences in Thirteenth-Century Egypt (MSR IV, 2000)",©2001 by Linda S. Northrup. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, patronage, medicine","mamluk, Egypt, Syria, Middle, East, history, patronage, medicine",2007:05:08 13:55:10Z,The Middle East Documentation Center (MEDOC),2001,1947-2404,,,"Digital version of an article published (pp. 119-140) in Mamlūk Studies Review, Vol. V, 2001. ISSN for print volumes: 1086-170X.",doi:10.6082/M1SX6B9Q,doi:10.6082/M1SX6B9Q,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
